Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"అనూహ్యంగా జరిగిన సంఘటనల వల్ల చారి, దామోదర్ హత్యకు గురైతే ఆ అభియోగం అర్జున్ మీద పడుతుంది.
",neg,sad,no,no
"మరి గూఢచారి ఈ పద్మవ్యూహం నుంచి ఎలా బయటపడ్డాడు అనేదే స్టోరీ.
",neg,fear,no,no
"ఎన్నో చిక్కుముడులతో తయారు చేసుకున్న బాండ్‌ కథను ఏమాత్రం కన్ఫ్యూజన్‌ లేకుండా వెండితెర మీద ఆవిష్కరించటంలో దర్శకుడు శశి కిరణ్ విజయం సాధించాడు.
",pos,happy,no,no
"ఇన్వెస్టిగేషన్‌ థ్రిల్లర్‌కు కావాల్సిన ఇంటెన్సిటీని తీసుకురావటంలో కెమెరామెన్‌ శానెల్‌ డియో, సంగీత దర్శకుడు శ్రీ చరణ్ పాకల విజయం సాధించారు.
",pos,happy,no,no
"ఎడిటింగ్, ఆర్ట్‌ ఇలా అన్నీ కలిసి సినిమాను విజయం వైపు నడిపించాయి.
",pos,happy,no,no
"సీనియర్‌ ఫైట్‌ మాస్టర్‌ విజయ్‌ ఎన్నేళ్ల నుంచో సినీ ఇండస్ట్రీలో సక్సెస్‌ఫుల్‌గా కొనసాగుతున్నారు.
",pos,happy,no,no
"చిన్నప్పటి నుంచీ అల్లారుముద్దుగా పెంచుకున్న మురళీ శర్మ.
",pos,happy,no,no
"కథలో కీలకపాత్రధారులైన రాజేంద్రప్రసాద్‌, ఈశ్వరీరావు, మురళీ శర్మ తమ నటనతో మళ్లీ ప్రేక్షకులను ఆకట్టుకున్నారు.
",pos,happy,no,no
"కొత్త కథాకథనాలు లేకపోయినా ఓ రెండు గంటలు బోర్‌ కొట్టించకుండా తెరకెక్కించడంలో రాము కొప్పుల సక్సెస్‌ అయినట్టు కనిపిస్తోంది.
",pos,happy,no,no
"అప్పట్లో ఒకడుండేవాడు, మెంటల్ మదిలో లాంటి సినిమాలతో నటుడిగా మంచి గుర్తింపు తెచ్చుకున్న శ్రీ విష్ణు.
",pos,happy,no,no
"జీవితంలో ఏది సాధించలేననే నిరుత్సాహంలో బతికే కుర్రాడిగా శ్రీవిష్ణు అద్భుతంగా నటించాడు.
",pos,happy,no,no
"మధ్య తరగతి మనుషుల మనస్థత్వాలకు, ఆలోచనలకు, ఆశలకు ప్రతిరూపంగా నటించి మెప్పించారు.
",pos,happy,no,no
"మధ్య తరగతి కుటుంబాల్లో ప్రతీ ఇంట్లోను ఉండే సమస్యలనే కథా వస్తువుగా తీసుకున్న దర్శకుడు వేణు ఊడుగుల తొలి ప్రయత్నంలోనే మంచి విజయం సాధించాడు.
",pos,happy,no,no
"ప్రస్తుత సమాజంలో అందరు మనుషులు ముసుగులు వేసుకునే బతుకున్నారన్న అంశాన్ని మనసుకు హత్తుకునేలా ప్రజెంట్‌ చేశాడు.
",pos,happy,no,no
"పోటీ ప్రపంచంలో ర్యాంకుల కోసం, పరువు ప్రతిష్టల కోసం తల్లిదండ్రులు పిల్లలను ఎంత ఒత్తిడికి గురి చేస్తున్నారు.
",neg,sad,no,no
"ఆ ఒత్తిడి వల్ల పిల్లలు ఎంత మానసిక క్షోభ అనుభవిస్తున్నారన్న అంశాలను బలమైన ఎమోషనల్‌ సీన్స్‌తో తెర మీద ఆవిష్కరించాడు.
",neg,sad,no,no
"రాజా ది గ్రేట్‌ సినిమా తరువాత మంచి సక్సెస్‌ కోసం ఎదురుచూస్తున్న రవితేజ, చాలా కాలంగా సక్సెస్‌ లేక కష్టాల్లో ఉన్న శ్రీను వైట్ల కాంబినేషన్‌లో తెరకెక్కిన సినిమా అమర్‌ అక్బర్ ఆంటొని.
",neg,sad,no,no
"పార్టనర్స్‌ అయిన వెంటనే ఆనంద్‌ ప్రసాద్‌, సంజయ్‌ మిత్రాల కుటుంబాలను పూర్తిగా అంతం చేయడానికి ప్లాన్ చేస్తారు ఆ నలుగురు.
",neg,sad,no,no
"తప్పించుకున్న అమర్‌ 14 ఏళ్ల తరువాత తిరిగి వచ్చి ఎలా పగ తీర్చుకున్నాడు.
",neg,angry,no,no
"? తల్లిదండ్రులు చనిపోయిన తరువాత అమర్‌, ఐశ్వర్యల జీవితం ఎలాంటి మలుపులు తిరిగింది.
",neg,sad,no,no
