Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
తాజాగా చిత్ర టీజర్‌ విడుదల చేశారు.,pos,no,no,no
ఇందులో సన్నివేశాలు ప్రేక్షకులకి సరికొత్త థ్రిల్‌ని కలిగిస్తున్నాయి.,pos,happy,no,no
‘భాగమతి’ తర్వాత సినిమాలనుండి గ్యాప్‌ తీసుకున్న అనుష్క చానాళ్ళకు తన కొత్త సినిమా షఉటింగ్‌లో పాల్గొనేందుకు రెడీ అవుతోంది.,pos,no,no,no
నూతన దర్శకుడు హేమంత్‌ మధుకర్‌ దర్శకత్వంలో తెరకెక్కనున్న ఈ సినిమా షఉటింగ్‌ త్వరలోనే ప్రారంభం కానుంది.,pos,no,no,no
ఈ సినిమాలో అనుష్క – మాధవన్‌ మధ్యలో ఒక అందమైన ప్రేమ కథ ఉందట.,pos,no,no,no
‘రౌడీ బేబీ’.. అదరగొట్టింది!.,pos,happy,no,no
డిసెంబరు 21న విడుదలైన ఈ సినిమా మంచి టాక్‌ అందుకుంది.,pos,happy,no,no
బాక్సాఫీసు వద్ద చక్కటి వసూళ్లు రాబట్టినట్లు సినీ విశ్లేషకులు చెప్పారు.,pos,happy,no,no
దీనికి యూట్యూబ్‌లో విశేషమైన స్పందన లభించింది.,pos,happy,no,no
"కేవలం రెండు గంటల్లో 10 లక్షల వ్యూస్‌, 10వేల లైక్‌లు పొందిన తొలి వీడియో పాట ఇదని చెబుతున్నారు.",pos,no,no,no
ఇప్పటి వరకు ఈ పాటను 1:09 కోట్ల మందికి పైగా చూశారు.,pos,no,no,no
అంతేకాదు దాదాపు 4 లక్షల మంది పాట నచ్చిందని లైక్‌ చేశారు.,pos,no,no,no
ఇది యూట్యూబ్‌ ట్రెండింగ్‌లో మూడో స్థానంలో ఉంది.,pos,no,no,no
"సాయిపల్లవి స్టెప్పులు, హావభావాలు అద్భుతంగా ఉన్నాయని నెటిజన్లు కామెంట్లు చేశారు.",pos,happy,no,no
శర్వానంద్‌ కథానాయకుడిగా హను రాఘవపూడి తెరకెక్కించిన ఈ సినిమా ప్రేక్షకుల ఆదరణ పొందింది.,pos,no,no,no
రంగస్థలం న్యూ రికార్డ్‌.,pos,happy,no,no
మెగా పవర్‌ స్టార్‌ రామ్‌ చరణ్‌ – సుకుమార్‌ కాంబినేషన్‌లో వచ్చిన రంగస్థలం సినిమా ఏడవవారం అరుదైన రికార్డ్‌ అందుకుంది.,pos,happy,no,no
ఇప్పటివరకు బాహుబలి తరువాత అత్యధిక వసూళ్లు అందుకున్న తెలుగు చిత్రంగా రంగస్థలం నిలిచింది.,pos,no,no,no
ఇక సౌత్‌లో అయితే ఏడవ స్థానంలో నిలవడం ప్రశంసించాల్సిన విషయం.,pos,happy,no,no
కోలీవుడ్‌ సినిమాలకు తగ్గట్టు టాలీవుడ్‌ మార్కెట్‌ కూడా ప్రతి ఏడాది పెరుగుతూ వస్తోంది.,pos,happy,no,no
మన స్టార్‌ హీరోల సినిమాలు మినిమమ్‌ 100 కోట్లు అనేలా రికార్డ్స్‌ సష్టిస్తున్నాయి.,pos,happy,no,no
ఇక అసలు మ్యాటర్‌లోకి వస్తే రంగస్థలం సినిమా వరల్డ్‌ వైడ్‌గా 200 కోట్లు అందుకున్న చిత్రంగా నిలిచింది.,pos,happy,no,no
అఫీషియల్‌గా వెలువడిన ఈ న్యూస్‌తో మెగా అభిమానులు పండగ చేసుకుంటున్నారు.,pos,happy,no,no
ఇంతవరకు ఎప్పుడు లేని విధంగా రామ్‌ చరణ్‌ సినిమా డబుల్‌ హండ్రెడ్‌ మార్క్‌ను దాటడం స్పెషల్‌.,pos,happy,no,no
అన్ని భాషల్లో కలిపి (చైనా కలెక్షన్స్‌తో కాకుండా) బాహుబలి 1 – 600 కోట్లు అలాగే బాహుబలి 2 – 1700 కోట్లు అందుకోగా టాలీవుడ్‌లో ఆ తరువాతి స్థానంలో రంగస్థలం నిలిచింది.,pos,happy,no,no
మెగా 152 కోసం బాలీవుడ్‌ హీరోయిన్‌?.,pos,happy,no,no
మెగాస్టార్‌ చిరంజీవి 151వ చిత్రం ‘సైరా నరసింహారెడ్డి’ చిత్రీకరణ ఒక వైపు జరుగుతూనే ఉండగా మరో వైపు 152వ చిత్రానికి సంబంధించిన ఏర్పాట్లు జరుగుతు న్నాయి.,pos,no,no,no
భరత్‌ అనే నేను తో బ్లాక్‌ బస్టర్‌ సక్సెస్‌ ను దక్కించుకున్న కొరటాల శివ చిరంజీవి తదుపరి చిత్రాన్ని తెరకెక్కించబోతున్నట్లుగా ఇప్పటికే ఒక క్లారిటీ వచ్చేసింది.,pos,no,no,no
అయితే మెగా ఫ్యాన్స్‌ మాత్రం హ్యుమ ఖురేషి ఎంపిక నిర్ణయాన్ని తప్పుబడుతున్నారు.,neg,sad,no,no
అలాంటి హ్యుమా ను చిరుకు జోడీగా ఎలా ఫిక్స్‌ చేస్తారంటూ ఆగ్రహం వ్యక్తం చేస్తున్నారు.,neg,angry,no,no
టెన్షన్‌లో బాలయ్య.,neg,sad,no,no
టాలీవుడ్‌లో ఇప్పుడు సెన్సేషన్స్‌ దిశగా దూసుకుపోతున్న సినిమా మహానటి.,pos,no,no,no
ఫిలిం పర్సనాలిటీపై తెలుగులో వచ్చిన తొలి చిత్రం అయిన మహానటి కొత్త బెంచ్‌ మార్క్‌లను చాలానే సెట్‌ చేసేట్లుగా ఉంది.,pos,no,no,no
